case_number,county,quotes
47,Queens,"""The People have not stated that the videos have been provided nor is there a supplementary certificate of compliance in the court file."""
47,Queens,"""Therefore, the certificate of compliance is invalid."""
47,Queens,"""Since the certificate of compliance is invalid, the statement of readiness is illusory."""
47,Queens,"""Until a supplementary certificate of compliance and a new statement of readiness is filed, the People are not ready for trial."""
48,Queens,"""Audit trails or logs are automatically discoverable for the reasons cited in People v Ballard, and in the absence of any contrary binding appellate authority."""
48,Queens,"""The People rely on their good faith belief, or opinion, that audit trails are not discoverable, but 'the plain terms of the [discovery] statute make clear that while good faith is required, it is not sufficient standing alone and cannot cure a lack of diligence.'"""
48,Queens,"""The People do not provide the Court with any account of their due diligence to maintain the free flow of information between their office and the NYPD (CPL 245.55), or their due diligence to disclose the missing audit trails associated with the defendant’s case."""
48,Queens,"""Without any argument that these documents are distinguishable from those discussed in Ballard, and lacking any account of due diligence to disclose them, audit trials remain automatically discoverable and the People’s COC filed without them is invalid."""
48,Queens,"""For the above mentioned reasons, the People have not met their burden to show due diligence for missing audit trails for body worn camera footage in the defendant’s case."""
49,Kings,"""Based on the record before this court, there are no grounds to support the People's contention that they exercised due diligence or made reasonable inquiries to ascertain and disclose all material relevant to the subject matter of this case."""
49,Kings,"""Instead, Detective [name redacted]'s [evidence] were not disclosed until Defense Counsel alerted the People to their absence."""
49,Kings,"""Nowhere in the instant case have the People provided any explanation as to any efforts undertaken to obtain the outstanding [evidence] prior to filing the original COC."""
49,Kings,"""Since the People failed to provide all outstanding materials to Defendant prior to filing the supplemental COC, that filing does not cure the defects of the original COC."""
49,Kings,"""The deficiencies in the People's COC were caused by their own lack of due diligence."""
50,Kings,"""The People’s inadvertence does not amount to due diligence, nor does inadvertence qualify as a special circumstance."""
50,Kings,"""Consequently, the court finds that the People have not established that they acted with due diligence in ascertaining this item of discovery."""
